GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0022400897,1610612742,DAL,Dallas,202691,Klay Thompson,Klay,F,,34.000000:04,0.481,0.519,0.357,0.143,0.643,0.0,0.0,0.0,0.214,0.8,0.2,1.0,0.0,0.909,0.091
0022400897,1610612742,DAL,Dallas,1630230,Naji Marshall,Naji,F,,32.000000:17,0.667,0.333,0.727,0.091,0.273,0.182,0.0,0.227,0.636,0.5,0.5,1.0,0.0,0.6,0.4
0022400897,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,23.000000:47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022400897,1610612742,DAL,Dallas,1631108,Max Christie,Max,G,,35.000000:57,0.438,0.563,0.462,0.308,0.462,0.0,0.077,0.0,0.154,0.667,0.333,0.5,0.5,0.6,0.4
0022400897,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,G,,29.000000:27,0.571,0.429,0.5,0.25,0.375,0.25,0.125,0.625,0.25,0.0,1.0,0.0,1.0,0.0,1.0
0022400897,1610612742,DAL,Dallas,1630314,Brandon Williams,Brandon,,,34.000000:10,0.733,0.267,1.0,0.286,0.0,0.571,0.0,0.571,0.714,0.429,0.571,0.0,0.0,0.429,0.571
0022400897,1610612742,DAL,Dallas,1630556,Kessler Edwards,Kessler,,,25.000000:31,0.5,0.5,0.571,0.0,0.429,0.0,0.0,0.0,0.571,1.0,0.0,1.0,0.0,1.0,0.0
0022400897,1610612742,DAL,Dallas,1641765,Olivier-Maxence Prosper,Olivier-Maxence,,,24.000000:47,0.857,0.143,0.444,0.0,0.333,0.0,0.222,0.556,0.444,0.5,0.5,1.0,0.0,0.667,0.333
0022400897,1610612742,DAL,Dallas,203957,Danté Exum,Danté,,DND - Injury/Illness,,,,,,,,,,,,,,,,
0022400897,1610612742,DAL,Dallas,1630702,Jaden Hardy,Jaden,,DND - Injury/Illness,,,,,,,,,,,,,,,,
0022400897,1610612742,DAL,Dallas,1628997,Caleb Martin,Caleb,,DND - Injury/Illness,,,,,,,,,,,,,,,,
0022400897,1610612742,DAL,Dallas,1629023,P.J. Washington,P.J.,,DND - Injury/Illness,,,,,,,,,,,,,,,,
