GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042400175,1610612746,LAC,LA,1626181,Norman Powell,Norman,F,,31.000000:47,5.0,12.0,0.417,1.0,5.0,0.2,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,12.0,-12.0
0042400175,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,F,,37.000000:21,8.0,15.0,0.533,1.0,4.0,0.25,3.0,7.0,0.429,2.0,7.0,9.0,11.0,1.0,2.0,1.0,2.0,20.0,-7.0
0042400175,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,36.000000:50,11.0,15.0,0.733,0.0,0.0,0.0,5.0,8.0,0.625,3.0,2.0,5.0,1.0,0.0,2.0,1.0,2.0,27.0,-15.0
0042400175,1610612746,LAC,LA,1627739,Kris Dunn,Kris,G,,25.000000:04,6.0,7.0,0.857,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,15.0,-5.0
0042400175,1610612746,LAC,LA,201935,James Harden,James,G,,35.000000:07,3.0,9.0,0.333,0.0,2.0,0.0,5.0,8.0,0.625,1.0,7.0,8.0,5.0,2.0,0.0,4.0,4.0,11.0,-16.0
0042400175,1610612746,LAC,LA,201587,Nicolas Batum,Nicolas,,,21.000000:22,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,2.0,1.0,2.0,0.0,-7.0
0042400175,1610612746,LAC,LA,1627732,Ben Simmons,Ben,,,4.000000:42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0
0042400175,1610612746,LAC,LA,1627884,Derrick Jones Jr.,Derrick,,,14.000000:06,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-10.0
0042400175,1610612746,LAC,LA,203992,Bogdan Bogdanović,Bogdan,,,23.000000:23,5.0,11.0,0.455,4.0,8.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,5.0,18.0,-8.0
0042400175,1610612746,LAC,LA,1642353,Cam Christie,Cam,,,2.000000:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0042400175,1610612746,LAC,LA,1629234,Drew Eubanks,Drew,,,2.000000:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0042400175,1610612746,LAC,LA,1641757,Jordan Miller,Jordan,,,2.000000:35,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0042400175,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,,2.000000:35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0042400175,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042400175,1610612746,LAC,LA,201988,Patty Mills,Patty,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042400175,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,37.000000:14,5.0,10.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,14.0,34.0
0042400175,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,36.000000:38,7.0,11.0,0.636,1.0,2.0,0.5,8.0,9.0,0.889,2.0,2.0,4.0,2.0,0.0,0.0,1.0,4.0,23.0,13.0
0042400175,1610612743,DEN,Denver,203999,Nikola Jokić,Nikola,C,,36.000000:34,4.0,13.0,0.308,1.0,4.0,0.25,4.0,5.0,0.8,1.0,9.0,10.0,12.0,1.0,2.0,2.0,1.0,13.0,18.0
0042400175,1610612743,DEN,Denver,1631128,Christian Braun,Christian,G,,36.000000:34,5.0,8.0,0.625,1.0,2.0,0.5,0.0,2.0,0.0,4.0,8.0,12.0,3.0,2.0,0.0,0.0,4.0,11.0,18.0
0042400175,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,40.000000:02,17.0,26.0,0.654,8.0,14.0,0.571,1.0,1.0,1.0,0.0,5.0,5.0,7.0,3.0,1.0,1.0,2.0,43.0,17.0
