GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
0022401172,1610612753,ORL,Orlando,1641783,Tristan da Silva,Tristan,F,,34.000000:09,0.197,0.182,0.213,0.0,0.13,0.25,0.2,0.0,0.167,0.125,0.091,0.125,0.273,0.222,0.429,0.2,0.1,0.171
0022401172,1610612753,ORL,Orlando,1631216,Caleb Houstan,Caleb,F,,29.000000:36,0.094,0.125,0.109,0.25,0.211,0.0,0.0,0.167,0.211,0.2,0.095,0.083,0.3,0.0,0.0,0.182,0.063,0.115
0022401172,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,C,,22.000000:34,0.148,0.094,0.102,0.0,0.071,0.714,0.667,0.25,0.333,0.304,0.143,0.125,0.091,0.667,0.0,0.111,0.444,0.138
0022401172,1610612753,ORL,Orlando,203914,Gary Harris,Gary,G,,17.000000:19,0.223,0.222,0.235,0.667,0.273,0.0,0.0,0.25,0.1,0.143,0.0,0.222,0.0,0.0,0.6,0.0,0.0,0.244
0022401172,1610612753,ORL,Orlando,202709,Cory Joseph,Cory,G,,6.000000:16,0.111,0.125,0.133,0.0,0.167,0.0,0.0,0.333,0.0,0.2,0.714,0.0,0.25,0.0,0.0,1.0,1.0,0.111
0022401172,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,,,20.000000:15,0.195,0.231,0.172,0.333,0.214,0.0,0.0,0.0,0.286,0.286,0.4,0.333,0.0,0.6,0.0,0.2,0.167,0.194
0022401172,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,,,31.000000:18,0.292,0.273,0.296,0.0,0.059,0.188,0.158,0.2,0.263,0.25,0.368,0.385,0.25,0.0,0.25,0.25,0.188,0.233
0022401172,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,,,19.000000:21,0.271,0.214,0.25,0.25,0.2,0.714,0.625,0.0,0.4,0.4,0.4,0.222,0.5,0.6,0.0,0.25,0.571,0.308
0022401172,1610612753,ORL,Orlando,1641724,Jett Howard,Jett,,,29.000000:36,0.239,0.226,0.245,0.2,0.35,0.071,0.188,0.0,0.0,0.0,0.056,0.273,0.0,0.143,0.0,0.316,0.182,0.198
0022401172,1610612753,ORL,Orlando,1630243,Trevelin Queen,Trevelin,,,29.000000:36,0.178,0.29,0.216,0.5,0.286,0.143,0.133,0.5,0.167,0.227,0.211,0.0,0.375,0.0,0.0,0.067,0.167,0.291
0022401172,1610612753,ORL,Orlando,203484,Kentavious Caldwell-Pope,Kentavious,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,
0022401172,1610612753,ORL,Orlando,1628976,Wendell Carter Jr.,Wendell,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,
0022401172,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,F,,34.000000:03,0.177,0.207,0.167,0.286,0.158,0.067,0.048,0.133,0.3,0.229,0.2,0.333,0.0,0.286,0.0,0.077,0.125,0.188
