GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0022401172,1610612753,ORL,Orlando,1641783,Tristan da Silva,Tristan,F,,34.000000:09,0.769,0.231,0.857,0.143,0.0,0.286,0.143,0.143,0.714,0.667,0.333,0.0,0.0,0.667,0.333
0022401172,1610612753,ORL,Orlando,1631216,Caleb Houstan,Caleb,F,,29.000000:36,0.333,0.667,0.4,0.0,0.6,0.3,0.0,0.2,0.4,1.0,0.0,1.0,0.0,1.0,0.0
0022401172,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,C,,22.000000:34,0.8,0.2,0.545,0.0,0.0,0.0,0.455,0.182,0.545,1.0,0.0,0.0,0.0,1.0,0.0
0022401172,1610612753,ORL,Orlando,203914,Gary Harris,Gary,G,,17.000000:19,0.625,0.375,0.4,0.4,0.6,0.6,0.0,0.6,0.0,0.5,0.5,1.0,0.0,0.75,0.25
0022401172,1610612753,ORL,Orlando,202709,Cory Joseph,Cory,G,,6.000000:16,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022401172,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,,,20.000000:15,0.4,0.6,0.571,0.286,0.429,0.0,0.0,0.714,0.286,0.5,0.5,1.0,0.0,0.667,0.333
0022401172,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,,,31.000000:18,0.938,0.063,0.857,0.095,0.0,0.095,0.143,0.19,0.762,0.333,0.667,0.0,0.0,0.333,0.667
0022401172,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,,,19.000000:21,0.571,0.429,0.333,0.167,0.25,0.0,0.417,0.0,0.167,1.0,0.0,1.0,0.0,1.0,0.0
0022401172,1610612753,ORL,Orlando,1641724,Jett Howard,Jett,,,29.000000:36,0.417,0.583,0.588,0.235,0.353,0.118,0.059,0.294,0.353,0.4,0.6,1.0,0.0,0.571,0.429
0022401172,1610612753,ORL,Orlando,1630243,Trevelin Queen,Trevelin,,,29.000000:36,0.455,0.545,0.32,0.0,0.6,0.08,0.08,0.12,0.32,0.25,0.75,0.8,0.2,0.556,0.444
